Fecha_Llamada	Telefono	Extension	Status	Duracion
2017-04-04 09:05:13	012764741035	226	ShortCall	3
2017-04-04 09:07:13	019717134522	228	Success	40
2017-04-04 09:09:04	019717131913	228	Success	15
2017-04-04 09:09:21	019515286061	226	Success	53
2017-04-04 09:09:23	019717151492	212	Success	23
2017-04-04 09:12:41	019535538000	226	Success	10
2017-04-04 09:12:35	019717112495	212	ShortCall	7
2017-04-04 09:13:06	019717139075	212	Success	460
2017-04-04 09:14:05	019947224004	215	Success	36
2017-04-04 09:14:45	019242194113	216	Success	94
2017-04-04 09:15:40	017499181773	213	Success	668
2017-04-04 09:16:06	019717134367	206	Success	28
2017-04-04 09:16:18	017499180297	228	Success	21
2017-04-04 09:19:42	019717150263	206	Success	14
2017-04-04 09:20:22	017499181867	216	Success	15
2017-04-04 09:21:16	017487661586	216	Success	50
2017-04-04 09:21:16	019515027132	225	Success	47
2017-04-04 09:21:20	019727216121	205	ShortCall	2
2017-04-04 09:21:14	019717113604	205	ShortCall	8
2017-04-04 09:22:14	017489122349	226	Success	12
2017-04-04 09:22:20	014422458744	212	Success	17
2017-04-04 09:23:34	019242448652	212	Success	77
2017-04-04 09:24:11	019717143420	225	Success	268
2017-04-04 09:24:07	014422285441	226	Success	32
2017-04-04 09:24:54	012878751503	217	ShortCall	0
2017-04-04 09:25:05	019947136382	226	Success	11
2017-04-04 09:25:56	019717131029	212	Success	16
2017-04-04 09:26:21	019947224142	228	ShortCall	9
2017-04-04 09:26:52	019515732176	217	ShortCall	2
2017-04-04 09:27:07	019947210025	212	Success	22
2017-04-04 09:27:16	019535540132	215	ShortCall	1
2017-04-04 09:28:21	019535182993	205	Success	129
2017-04-04 09:28:16	019717140104	212	ShortCall	1
2017-04-04 09:28:48	019242453669	215	Success	12
2017-04-04 09:28:55	019515230339	206	Success	77
2017-04-04 09:28:54	019515111276	213	Success	30
2017-04-04 09:29:56	014426884044	217	Success	153
2017-04-04 09:30:24	019717151080	216	Success	65
2017-04-04 09:30:59	012764731726	206	Success	88
2017-04-04 09:31:29	019947170084	205	Success	319
2017-04-04 09:32:10	012464681482	216	Success	39
2017-04-04 09:33:12	019717137323	206	Success	492
2017-04-04 09:33:15	019717130182	217	Success	94
2017-04-04 09:33:46	019242453830	225	Success	72
2017-04-04 09:33:38	017487661440	226	Success	28
2017-04-04 09:33:46	019947130053	213	Success	35
2017-04-04 09:33:40	019727220900	212	Success	192
2017-04-04 09:34:48	014422134172	216	Success	29
2017-04-04 09:34:54	012787360558	226	Success	29
2017-04-04 09:35:31	019515200412	225	Success	75
2017-04-04 09:37:04	017499182220	225	Success	36
2017-04-04 09:38:10	012747450682	216	Success	12
2017-04-04 09:38:28	017499184187	226	Success	67
2017-04-04 09:38:49	019242473019	216	ShortCall	7
2017-04-04 09:39:19	019957212193	205	ShortCall	10
2017-04-04 09:39:51	019717130195	216	ShortCall	10
2017-04-04 09:39:51	012787338156	226	Success	147
2017-04-04 09:41:13	012747433032	205	Success	215
2017-04-04 09:42:28	019242190224	214	Success	15
2017-04-04 09:43:31	019242442050	216	Success	153
2017-04-04 09:43:33	012838741168	225	Success	57
2017-04-04 09:43:33	019717131940	214	Success	54
2017-04-04 09:44:16	019717150714	215	ShortCall	5
2017-04-04 09:43:56	019717142265	215	ShortCall	5
2017-04-04 09:44:05	019535320528	228	Success	59
2017-04-04 09:46:02	019717134639	214	Success	50
2017-04-04 09:45:44	012474729380	228	ShortCall	5
2017-04-04 09:47:33	019717151210	217	Success	31
2017-04-04 09:47:31	012838732242	206	Success	27
2017-04-04 09:48:22	019726391011	212	Success	44
2017-04-04 09:49:17	019727221836	214	Success	123
2017-04-04 09:49:35	019717143540	206	Success	46
2017-04-04 09:50:28	019515175249	225	Success	44
2017-04-04 09:50:38	019717130795	228	Success	133
2017-04-04 09:50:27	017489121753	215	Success	45
2017-04-04 09:51:35	019717138127	217	Success	19
2017-04-04 09:52:06	019955226005	215	ShortCall	5
2017-04-04 09:52:48	019717113293	212	Success	21
2017-04-04 09:52:33	019717114860	215	Success	12
2017-04-04 09:52:28	019585834732	214	Success	13
2017-04-04 09:53:22	012414180558	214	ShortCall	6
2017-04-04 09:55:04	019242455206	213	Success	143
2017-04-04 09:54:55	012474720660	206	Success	267
2017-04-04 09:54:58	019717134576	228	Success	465
2017-04-04 09:56:35	019535188036	212	Success	202
2017-04-04 09:57:45	017499183484	215	Success	396
2017-04-04 09:58:14	019242459044	213	Success	24
2017-04-04 09:59:27	012764730115	217	Success	87
2017-04-04 09:59:14	019545410005	216	Success	21
2017-04-04 09:59:51	019242451101	214	Success	11
2017-04-04 10:00:21	019515212141	225	Success	18
2017-04-04 10:01:01	019717141587	225	Success	91
2017-04-04 10:00:55	019717140152	205	ShortCall	9
2017-04-04 10:01:00	019717124210	213	Success	662
2017-04-04 10:02:34	019717131472	206	Success	73
2017-04-04 10:03:20	019727123414	216	Success	132
2017-04-04 10:03:46	019717251106	228	ShortCall	0
2017-04-04 10:04:04	019715225007	214	Success	13
2017-04-04 10:05:24	019727221156	214	Success	14
2017-04-04 10:05:16	019242477284	206	Success	14
2017-04-04 10:05:16	012878753265	214	ShortCall	1
2017-04-04 10:06:21	019717111900	214	Success	15
2017-04-04 10:07:22	019717131290	215	ShortCall	9
2017-04-04 10:08:18	019242452763	226	Success	50
2017-04-04 10:09:33	014422451440	205	ShortCall	9
2017-04-04 10:09:49	019242456851	215	Success	11
