Fecha_Llamada	Telefono	Extension	Status	Duracion
2017-04-08 09:03:35	016699887167	226	Success	434
2017-04-08 09:03:54	016677129757	206	ShortCall	7
2017-04-08 09:03:58	014525940964	225	Success	75
2017-04-08 09:04:24	014491390314	206	Success	24
2017-04-08 09:04:46	012482919044	215	ShortCall	6
2017-04-08 09:05:58	014491532250	215	Success	22
2017-04-08 09:06:39	016699881535	206	Success	15
2017-04-08 09:06:33	019616160757	229	ShortCall	6
2017-04-08 09:06:49	017343425037	206	ShortCall	0
2017-04-08 09:06:45	019626426078	229	Success	12
2017-04-08 09:08:03	019933159525	206	ShortCall	6
2017-04-08 09:08:41	019545816060	216	Success	21
2017-04-08 09:08:57	012444454722	216	Success	41
2017-04-08 09:10:41	019515200122	216	Success	15
2017-04-08 09:10:43	017343432926	229	ShortCall	1
2017-04-08 09:11:21	016699839771	216	Success	56
2017-04-08 09:12:09	017343479419	226	Success	28
2017-04-08 09:12:39	012288126750	225	Success	18
2017-04-08 09:13:19	019163451241	226	Success	19
2017-04-08 09:13:10	012464169064	206	Success	44
2017-04-08 09:14:15	017343420092	226	Success	41
2017-04-08 09:14:32	014621385053	206	Success	55
2017-04-08 09:16:03	017444868817	225	Success	26
2017-04-08 09:16:04	017821252091	216	Success	44
2017-04-08 09:16:55	017336764022	216	Success	50
2017-04-08 09:18:15	017787824684	226	ShortCall	3
2017-04-08 09:19:28	017535321083	215	Success	38
2017-04-08 09:19:28	014317461463	225	Success	44
2017-04-08 09:20:42	019988828169	216	Success	102
2017-04-08 09:20:30	014422156113	206	Success	17
2017-04-08 09:21:04	017313578102	206	Success	32
2017-04-08 09:21:02	017444852514	225	Success	233
2017-04-08 09:21:19	017326731104	226	Success	78
2017-04-08 09:22:49	019381188182	226	Success	91
2017-04-08 09:23:22	017787824362	215	Success	186
2017-04-08 09:23:38	019933160336	216	Success	45
2017-04-08 09:26:12	016677146124	225	Success	10
2017-04-08 09:26:27	019626200792	228	Success	14
2017-04-08 09:27:02	014499754964	226	Success	41
2017-04-08 09:27:57	017343479997	226	Success	37
2017-04-08 09:28:08	019988832135	228	Success	64
2017-04-08 09:29:29	019196712015	229	Success	219
2017-04-08 09:30:32	016699840907	228	Success	31
2017-04-08 09:33:03	016677621698	206	Success	44
2017-04-08 09:33:29	019988844881	229	Success	359
2017-04-08 09:33:18	012288167615	228	Success	22
2017-04-08 09:34:29	019626981133	225	Success	14
2017-04-08 09:34:44	019878693682	228	ShortCall	9
2017-04-08 09:36:19	016699816783	215	Success	11
2017-04-08 09:36:39	014921550015	225	Success	76
2017-04-08 09:36:58	016677605165	206	Success	49
2017-04-08 09:38:16	014491405139	215	Success	120
2017-04-08 09:40:49	012464974359	215	ShortCall	7
2017-04-08 09:40:46	017313519753	225	Success	125
2017-04-08 09:41:14	014492383908	215	Success	13
2017-04-08 09:42:18	014777780470	229	Success	346
2017-04-08 09:43:22	013957262042	225	Success	196
2017-04-08 09:43:08	014499759117	226	Success	21
2017-04-08 09:43:42	017499182651	228	Success	16
2017-04-08 09:43:52	017647649223	215	Success	236
2017-04-08 09:44:04	017343436614	226	Success	87
2017-04-08 09:45:40	012764775267	226	Success	40
2017-04-08 09:47:02	014525282728	225	ShortCall	6
2017-04-08 09:47:42	014771039224	206	ShortCall	1
2017-04-08 09:49:20	017647643745	206	ShortCall	3
2017-04-08 09:50:11	014737334458	206	Success	17
2017-04-08 09:52:14	017489150304	226	Success	36
2017-04-08 09:53:45	017326731781	206	Success	234
2017-04-08 09:54:44	014499941133	226	ShortCall	5
2017-04-08 09:55:08	014626230548	226	Success	13
2017-04-08 09:55:06	016699401173	225	Success	81
2017-04-08 09:57:44	012464164793	225	Success	198
2017-04-08 09:58:25	019933574111	229	ShortCall	7
2017-04-08 09:58:27	012411131891	229	ShortCall	2
2017-04-08 09:58:22	017647644033	228	Success	120
2017-04-08 09:58:59	016688242921	215	Success	243
2017-04-08 09:59:44	016241461134	229	ShortCall	5
2017-04-08 10:00:10	017444603925	229	ShortCall	2
2017-04-08 10:00:21	012464685284	229	Success	102
2017-04-08 10:00:32	013285243070	228	Success	61
2017-04-08 10:01:46	017313511395	225	Success	72
2017-04-08 10:02:17	016699863408	229	ShortCall	2
2017-04-08 10:03:21	017717165144	215	Success	17
2017-04-08 10:04:13	017474720347	226	ShortCall	3
2017-04-08 10:07:49	016699881012	229	Success	26
2017-04-08 10:08:14	017474948256	215	Success	71
2017-04-08 10:10:01	014499675497	228	Success	55
2017-04-08 10:12:07	013787015150	225	Success	160
2017-04-08 10:13:26	012288144242	228	ShortCall	9
2017-04-08 10:14:02	017444434693	229	Success	52
2017-04-08 10:13:59	012313113145	228	Success	67
2017-04-08 10:16:46	019982081574	228	Success	36
2017-04-08 10:17:28	019933560122	228	Success	14
2017-04-08 10:20:13	016677131939	229	Success	29
2017-04-08 10:20:40	017444501750	228	Success	34
2017-04-08 10:21:08	017898950733	229	Success	117
2017-04-08 10:21:05	017343430788	216	Success	97
2017-04-08 10:21:37	014928990088	215	ShortCall	10
2017-04-08 10:22:44	017444425441	215	ShortCall	7
2017-04-08 10:23:09	017898826063	226	Success	73
2017-04-08 10:23:07	019982078549	215	Success	27
2017-04-08 10:24:06	019878698095	215	Success	20
2017-04-08 10:24:53	017535323260	226	Success	28
2017-04-08 10:25:17	019212139748	225	Success	30
2017-04-08 10:27:08	016699861022	206	Success	90
2017-04-08 10:27:09	016699830756	229	Success	40
2017-04-08 10:30:02	017343452898	229	Success	197
2017-04-08 10:30:28	016699845283	216	Success	42
2017-04-08 10:31:06	014499150560	228	Success	59
2017-04-08 10:31:00	014525282727	226	Success	35
2017-04-08 10:31:47	017647642491	226	Success	48
2017-04-08 10:31:50	017751121127	225	Success	44
2017-04-08 10:32:02	017343433538	228	ShortCall	5
2017-04-08 10:32:53	017717915261	226	Success	56
2017-04-08 10:33:52	012464641035	216	Success	74
2017-04-08 10:35:12	016699802843	226	Success	19
2017-04-08 10:35:35	018282840591	226	ShortCall	0
2017-04-08 10:36:29	017757545700	225	Success	50
2017-04-08 10:37:03	017711483150	229	Success	104
2017-04-08 10:38:04	017647641025	225	Success	65
2017-04-08 10:38:36	017711339371	226	Success	11
2017-04-08 10:39:14	019383824815	215	ShortCall	4
2017-04-08 10:39:36	017343422959	225	Success	79
2017-04-08 10:39:51	019621202700	229	Success	128
2017-04-08 10:41:10	019933510032	225	Success	43
2017-04-08 10:41:45	017444842496	228	Success	47
2017-04-08 10:43:31	019631107231	228	Success	48
2017-04-08 10:43:14	017647641020	228	ShortCall	8
2017-04-08 10:43:25	016699300936	215	ShortCall	3
2017-04-08 10:43:55	019979740599	225	Success	63
2017-04-08 10:43:54	014379692096	215	ShortCall	9
2017-04-08 10:44:29	014265730025	229	Success	383
2017-04-08 10:45:30	017343438748	225	Success	13
2017-04-08 10:45:33	017313572632	226	Success	32
2017-04-08 10:45:31	012464661577	215	Success	441
2017-04-08 10:45:42	017757610179	226	ShortCall	5
2017-04-08 10:46:35	017535370652	226	Success	59
2017-04-08 10:48:13	017311704107	226	Success	26
2017-04-08 10:49:33	012414960108	206	Success	80
2017-04-08 10:49:27	017313572227	216	Success	71
2017-04-08 10:50:19	017444446072	214	Success	75
2017-04-08 10:51:04	012221229627	216	Success	37
2017-04-08 10:52:11	019988869684	214	Success	20
2017-04-08 10:52:04	012263161332	206	Success	23
2017-04-08 10:52:17	014265720880	216	Success	15
2017-04-08 10:52:49	017898963183	214	Success	17
2017-04-08 10:53:32	016699800906	226	ShortCall	10
2017-04-08 10:54:06	012444457526	228	Success	25
2017-04-08 10:54:46	019988494060	228	Success	13
2017-04-08 10:55:03	017343456346	206	Success	132
2017-04-08 10:54:44	017444870605	226	Success	48
2017-04-08 10:55:44	017343421467	228	Success	61
2017-04-08 10:57:59	016677211239	229	ShortCall	3
2017-04-08 10:58:42	014235943201	228	Success	39
2017-04-08 10:58:42	019878692696	229	Success	314
2017-04-08 10:58:43	017444620712	206	Success	32
2017-04-08 10:58:53	017555548433	206	Success	16
2017-04-08 11:00:28	017647641185	206	Success	37
2017-04-08 11:01:11	014771676987	228	Success	86
2017-04-08 11:01:58	017444032545	214	ShortCall	7
2017-04-08 11:02:47	016699400495	215	Success	459
2017-04-08 11:03:09	014626243624	228	ShortCall	10
2017-04-08 11:03:17	016699832453	214	Success	306
2017-04-08 11:03:47	019982081212	216	Success	53
2017-04-08 11:04:53	016699133669	216	Success	24
2017-04-08 11:04:55	012272760734	229	ShortCall	2
2017-04-08 11:06:49	016688675080	216	Success	13
2017-04-08 11:06:49	016688673433	228	Success	36
2017-04-08 11:09:01	012444460977	214	Success	14
2017-04-08 11:08:56	017311701004	216	ShortCall	2
2017-04-08 11:10:20	019982103735	214	Success	67
2017-04-08 11:10:46	013163720143	206	Success	145
2017-04-08 11:11:09	016688126195	216	Success	108
2017-04-08 11:11:24	019515124547	214	ShortCall	2
2017-04-08 11:11:58	014767438327	215	Success	222
2017-04-08 11:11:48	017343420594	214	Success	55
2017-04-08 11:13:29	017343424742	228	Success	13
2017-04-08 11:14:34	017313924120	229	Success	33
2017-04-08 11:15:04	013939351531	214	Success	142
2017-04-08 11:16:13	019515460056	228	Success	62
2017-04-08 11:17:25	014731099346	214	Success	79
2017-04-08 11:19:19	017343402325	228	Success	270
2017-04-08 11:19:10	019535251109	215	Success	11
2017-04-08 11:21:18	017343439507	216	Success	39
2017-04-08 11:22:23	019616558341	216	Success	41
2017-04-08 11:23:54	019982080344	214	Success	47
2017-04-08 11:24:30	019515228509	216	Success	46
2017-04-08 11:25:07	019515125476	214	ShortCall	5
2017-04-08 11:25:15	017489123933	206	Success	90
2017-04-08 11:27:14	019878724411	206	Success	52
2017-04-08 11:27:40	016699866881	215	ShortCall	2
2017-04-08 11:28:11	017898961548	212	Success	113
2017-04-08 11:29:18	017647633066	206	Success	18
2017-04-08 11:29:31	017898962620	216	ShortCall	1
2017-04-08 11:29:51	019646270162	216	Success	37
2017-04-08 11:30:31	014767574298	226	ShortCall	10
