Fecha_Llamada	Telefono	Extension	Status	Duracion
2017-04-01 09:59:16	019515241068	205	Success	26
2017-04-01 10:00:25	012414172145	225	Success	116
2017-04-01 10:00:25	019717135197	226	Success	65
2017-04-01 10:00:27	012787360180	224	Success	12
2017-04-01 10:01:01	019511444183	224	Success	24
2017-04-01 10:00:59	019515212469	228	ShortCall	5
2017-04-01 10:01:44	012474723712	229	Success	17
2017-04-01 10:01:56	012747439731	224	Success	32
2017-04-01 10:02:44	019717130530	224	Success	92
2017-04-01 10:04:15	012474721177	215	Success	25
2017-04-01 10:05:01	019717131518	215	Success	47
2017-04-01 10:04:58	019515176102	224	Success	63
2017-04-01 10:05:05	019535522248	228	Success	64
2017-04-01 10:05:32	019717113493	229	Success	76
2017-04-01 10:06:34	017499184323	215	Success	15
2017-04-01 10:06:45	019242452758	217	Success	85
2017-04-01 10:07:10	019717134063	205	Success	46
2017-04-01 10:07:07	019717203573	213	Success	149
2017-04-01 10:07:23	019535201108	215	Success	12
2017-04-01 10:07:13	019717144707	229	Success	220
2017-04-01 10:07:32	019717130332	225	Success	88
2017-04-01 10:08:24	012764742168	224	Success	25
2017-04-01 10:08:56	019717163181	217	Success	122
2017-04-01 10:09:57	012787388999	225	Success	67
2017-04-01 10:10:26	012464970471	224	Success	11
2017-04-01 10:11:01	019515331089	215	ShortCall	2
2017-04-01 10:11:01	019957212294	216	Success	18
2017-04-01 10:11:18	014422254047	226	Success	82
2017-04-01 10:11:27	019515732236	215	Success	37
2017-04-01 10:12:45	014422294531	215	ShortCall	7
2017-04-01 10:13:06	019957212057	216	Success	15
2017-04-01 10:13:51	019515407004	216	Success	203
2017-04-01 10:14:14	017499180688	229	Success	21
2017-04-01 10:14:44	019515174646	228	Success	55
2017-04-01 10:15:27	012474722057	227	ShortCall	8
2017-04-01 10:15:39	017499180288	217	Success	53
2017-04-01 10:16:13	019947210199	229	Success	40
2017-04-01 10:16:07	019545438179	225	Success	19
2017-04-01 10:16:20	019585872824	225	ShortCall	2
2017-04-01 10:16:55	019242459967	217	Success	277
2017-04-01 10:16:46	019957212329	225	Success	183
2017-04-01 10:18:25	019947161201	213	Success	10
2017-04-01 10:20:43	019515175249	228	ShortCall	5
2017-04-01 10:20:39	019712810519	225	Success	103
2017-04-01 10:21:26	014422280313	216	Success	68
2017-04-01 10:23:49	019947230134	225	Success	169
2017-04-01 10:24:26	019947224036	224	Success	25
2017-04-01 10:24:53	019715220068	228	Success	34
2017-04-01 10:24:42	019947170031	215	Success	48
2017-04-01 10:25:37	012464667365	213	Success	21
2017-04-01 10:26:01	019242440342	226	Success	107
2017-04-01 10:26:42	019242644602	217	Success	78
2017-04-01 10:27:09	019947170067	225	ShortCall	7
2017-04-01 10:27:25	019717131515	216	Success	83
2017-04-01 10:28:35	012764741034	217	Success	87
2017-04-01 10:29:35	019717140112	229	Success	16
2017-04-01 10:31:26	019515287073	225	Success	48
2017-04-01 10:31:32	019717139287	216	Success	65
2017-04-01 10:32:57	019717152954	207	Success	17
2017-04-01 10:33:50	019717124732	224	Success	432
2017-04-01 10:35:21	019717135240	215	Success	43
2017-04-01 10:35:24	019717163230	207	Success	17
2017-04-01 10:35:50	019515215070	207	ShortCall	6
2017-04-01 10:37:43	019535033116	226	Success	19
2017-04-01 10:38:15	019515120020	207	Success	11
2017-04-01 10:38:27	019242470092	226	ShortCall	1
2017-04-01 10:38:23	019717162147	229	ShortCall	4
2017-04-01 10:38:57	019717143452	226	ShortCall	2
2017-04-01 10:38:45	019947170030	207	Success	35
2017-04-01 10:38:52	019717161109	229	ShortCall	5
2017-04-01 10:39:26	019717144998	216	Success	49
