Fecha_Llamada	Telefono	Extension	Status	Duracion
2017-04-14 09:02:25	019676316651	229	Success	19
2017-04-14 09:03:03	019926550133	229	ShortCall	9
2017-04-14 09:03:20	019666633669	215	Success	435
2017-04-14 09:03:26	019988401333	229	Success	61
2017-04-14 09:04:22	019676746571	228	Success	32
2017-04-14 09:05:10	014969623394	212	Success	19
2017-04-14 09:05:08	019988886618	228	Success	24
2017-04-14 09:05:13	019676780590	228	ShortCall	2
2017-04-14 09:05:57	012484873985	228	Success	33
2017-04-14 09:06:27	019631016023	212	Success	67
2017-04-14 09:06:28	019676745965	229	Success	59
2017-04-14 09:09:08	019982671467	228	Success	106
2017-04-14 09:09:13	019186451247	212	Success	155
2017-04-14 09:10:37	014999921311	229	Success	242
2017-04-14 09:12:42	014589872348	215	Success	11
2017-04-14 09:12:46	012484842687	206	Success	15
2017-04-14 09:12:57	014589870457	215	Success	190
2017-04-14 09:12:58	014999261801	206	Success	33
2017-04-14 09:14:03	019626425274	212	Success	23
2017-04-14 09:14:10	019616564431	206	Success	213
2017-04-14 09:14:50	019686856141	229	ShortCall	9
2017-04-14 09:14:51	019878693706	205	Success	135
2017-04-14 09:15:16	019631013659	229	Success	318
2017-04-14 09:21:31	019626264941	212	ShortCall	9
2017-04-14 09:21:55	012464970375	205	ShortCall	4
2017-04-14 09:22:47	019626205258	206	Success	99
2017-04-14 09:23:17	019616158886	212	ShortCall	4
2017-04-14 09:24:44	014679576299	206	Success	93
2017-04-14 09:25:22	019671107034	212	Success	38
2017-04-14 09:26:23	019666880014	212	Success	28
2017-04-14 09:27:04	014589441226	228	Success	379
2017-04-14 09:28:06	014679528530	212	ShortCall	6
2017-04-14 09:28:56	013123954140	205	Success	83
2017-04-14 09:30:32	014929981837	229	Success	59
2017-04-14 09:32:40	012764782525	205	ShortCall	8
2017-04-14 09:33:31	019616164562	206	Success	64
2017-04-14 09:33:43	014679690259	229	Success	12
2017-04-14 09:34:47	014929221095	206	Success	116
2017-04-14 09:36:06	012484824304	229	Success	53
2017-04-14 09:37:00	012484851259	206	Success	628
2017-04-14 09:38:06	019636327344	228	Success	65
2017-04-14 09:39:37	014589440083	228	Success	27
2017-04-14 09:40:18	019982068269	228	Success	542
2017-04-14 09:43:06	014929430661	205	ShortCall	6
2017-04-14 09:44:23	019671107280	229	ShortCall	7
2017-04-14 09:48:41	019621200664	206	Success	68
2017-04-14 09:49:11	019676740103	229	Success	63
2017-04-14 09:50:02	014969656201	212	Success	29
2017-04-14 09:52:39	019626200153	212	Success	80
2017-04-14 09:55:04	019979748168	206	Success	69
2017-04-14 09:56:36	013123127350	212	Success	70
2017-04-14 09:58:03	019946000164	228	Success	33
2017-04-14 09:59:19	019343440866	206	Success	192
2017-04-14 10:03:00	012464663632	212	Success	23
2017-04-14 10:02:48	012414177884	215	Success	46
2017-04-14 10:02:58	019676315059	206	Success	15
2017-04-14 10:02:42	019979722459	205	Success	87
2017-04-14 10:04:21	019626266507	205	ShortCall	1
2017-04-14 10:04:31	012484810913	229	Success	130
2017-04-14 10:04:51	019676315529	205	Success	329
2017-04-14 10:05:59	014999920389	206	Success	280
2017-04-14 10:05:55	012464660259	212	Success	35
2017-04-14 10:08:03	019926611226	229	ShortCall	6
2017-04-14 10:07:46	014679615419	215	Success	18
2017-04-14 10:08:27	019926870330	229	Success	320
