Fecha_Llamada	Telefono	Extension	Status	Duracion
2017-04-07 10:43:29	017717158480	212	Success	14
2017-04-07 10:43:41	017353080790	215	Success	102
2017-04-07 10:44:28	019982112662	224	Success	12
2017-04-07 10:45:42	017828250320	226	ShortCall	7
2017-04-07 10:45:41	016461562340	216	Success	49
2017-04-07 10:46:45	016461203346	214	ShortCall	5
2017-04-07 10:46:42	019982679881	205	Success	70
2017-04-07 10:46:47	017647643819	207	Success	87
2017-04-07 10:46:42	017343452546	225	Success	85
2017-04-07 10:46:44	016461778412	228	Success	135
2017-04-07 10:47:19	012727428128	212	Success	14
2017-04-07 10:47:26	019988934744	224	Success	85
2017-04-07 10:47:59	016461771532	215	Success	68
2017-04-07 10:48:22	019381118548	216	ShortCall	5
2017-04-07 10:48:30	016461748143	214	Success	34
2017-04-07 10:48:22	019515620789	226	Success	76
2017-04-07 10:48:55	016461766955	212	Success	207
2017-04-07 10:49:06	016461536091	225	Success	62
2017-04-07 10:48:59	017353579706	205	Success	130
2017-04-07 10:49:50	019212137785	207	Success	72
2017-04-07 10:51:30	012482919184	216	Success	19
2017-04-07 10:51:35	017343445096	224	Success	67
2017-04-07 10:51:49	016461746620	228	Success	25
2017-04-07 10:52:35	012727253748	214	Success	350
2017-04-07 10:53:33	014499675018	226	ShortCall	6
2017-04-07 10:53:30	019381182614	215	Success	78
2017-04-07 10:53:43	017353537640	225	Success	46
2017-04-07 10:53:51	016461748821	207	Success	42
2017-04-07 10:54:08	014499761160	205	Success	549
2017-04-07 10:54:25	014422124762	212	Success	12
2017-04-07 10:54:22	017353527030	228	Success	17
2017-04-07 10:54:22	016461787273	216	ShortCall	6
2017-04-07 10:55:10	016461563587	216	Success	86
2017-04-07 10:55:05	016461207723	226	Success	63
2017-04-07 10:55:03	017343734492	224	Success	111
2017-04-07 10:55:34	016699888764	207	Success	112
2017-04-07 10:55:42	017535370429	215	Success	43
2017-04-07 10:55:31	019511322595	225	Success	19
2017-04-07 10:55:36	014499770861	212	Success	99
2017-04-07 10:55:41	017351704331	228	Success	37
2017-04-07 10:56:08	012464678440	225	Success	43
2017-04-07 10:56:39	019515284641	229	Success	41
2017-04-07 10:57:20	019981464774	228	Success	22
2017-04-07 10:57:19	016461546714	226	Success	104
2017-04-07 10:57:23	016241410027	215	Success	12
2017-04-07 10:57:42	017353511402	216	Success	32
2017-04-07 10:57:48	017353557961	225	Success	27
2017-04-07 10:58:18	016461754720	224	Success	10
2017-04-07 10:58:35	019646270605	212	Success	29
2017-04-07 10:58:49	019838341246	229	ShortCall	5
2017-04-07 10:59:20	016461825773	207	Success	16
