Fecha_Llamada	Telefono	Extension	Status	Duracion
2017-03-29 10:02:24	013767652747	226	ShortCall	4
2017-03-29 10:03:23	014525020452	226	ShortCall	1
2017-03-29 10:03:25	016188357421	226	Success	50
2017-03-29 10:05:34	016188102432	215	Success	34
2017-03-29 10:06:39	017343403277	215	Success	62
2017-03-29 10:06:34	014499721926	212	Success	40
2017-03-29 10:06:27	017353016231	216	Success	233
2017-03-29 10:06:41	013121613410	225	ShortCall	2
2017-03-29 10:07:18	017343403228	205	Success	94
2017-03-29 10:07:37	017353560908	224	Success	54
2017-03-29 10:07:31	017353526806	217	Success	40
2017-03-29 10:08:19	017343423609	212	Success	14
2017-03-29 10:08:51	017353949482	225	ShortCall	9
2017-03-29 10:09:36	017343441111	212	Success	18
2017-03-29 10:09:37	017343439471	205	Success	31
2017-03-29 10:09:38	017353945508	215	Success	36
2017-03-29 10:09:51	014491401149	225	Success	14
2017-03-29 10:09:38	017351171721	226	ShortCall	7
2017-03-29 10:09:42	016677896243	226	Success	197
2017-03-29 10:10:19	017353031673	225	Success	18
2017-03-29 10:10:42	016188176585	215	Success	33
2017-03-29 10:10:53	014535343356	225	ShortCall	0
2017-03-29 10:10:47	017353547446	228	Success	10
2017-03-29 10:11:20	014535347463	205	Success	112
2017-03-29 10:11:33	016677614852	228	ShortCall	9
2017-03-29 10:11:22	016188359631	225	Success	189
2017-03-29 10:11:50	017343455927	216	Success	61
2017-03-29 10:12:56	012288179953	224	Success	54
2017-03-29 10:12:58	017343454439	215	ShortCall	10
2017-03-29 10:13:41	016188120731	229	Success	11
2017-03-29 10:15:19	014499727074	205	ShortCall	0
2017-03-29 10:24:17	012288166120	226	ShortCall	8
2017-03-29 10:25:04	017353945806	226	ShortCall	8
2017-03-29 10:24:47	017343403070	229	Success	73
2017-03-29 10:24:52	017353015573	212	Success	22
2017-03-29 10:26:57	016188178988	215	Success	37
2017-03-29 10:26:57	016677891672	205	Success	138
2017-03-29 10:26:46	017353522968	228	Success	33
2017-03-29 10:27:33	017351312145	229	Success	13
2017-03-29 10:27:45	017343734233	217	Success	29
2017-03-29 10:28:17	013767652575	215	Success	30
2017-03-29 10:28:31	014499744021	217	Success	110
2017-03-29 10:28:30	016677505971	226	Success	13
2017-03-29 10:29:46	017353944266	215	Success	41
2017-03-29 10:30:16	014499177831	228	Success	161
2017-03-29 10:30:49	016241458352	226	Success	13
2017-03-29 10:31:00	014777125395	217	Success	99
2017-03-29 10:31:36	017353537365	212	Success	29
2017-03-29 10:31:57	019838341318	215	Success	13
2017-03-29 10:31:50	014499772324	226	Success	42
2017-03-29 10:32:26	016677121352	216	Success	78
2017-03-29 10:33:03	017343440872	217	Success	142
2017-03-29 10:02:09	019333332137	228	Success	13
2017-03-29 10:02:52	017353544679	212	Success	93
2017-03-29 10:03:17	017353539895	228	Success	10
2017-03-29 10:03:26	017353035114	228	Success	66
2017-03-29 10:04:44	012383830072	215	Success	18
2017-03-29 10:04:54	017343479205	225	Success	106
2017-03-29 10:05:11	017343420828	205	ShortCall	1
2017-03-29 10:06:09	017343430589	228	Success	48
2017-03-29 10:06:17	017353944000	213	Success	63
2017-03-29 10:07:06	017353521712	225	Success	19
2017-03-29 10:07:38	017353945958	226	Success	115
2017-03-29 10:09:36	016677260818	213	Success	226
2017-03-29 10:09:28	017353536139	224	Success	21
2017-03-29 10:13:56	017353543827	215	ShortCall	9
2017-03-29 10:14:44	017353023405	229	ShortCall	3
2017-03-29 10:14:48	014777143722	228	ShortCall	2
2017-03-29 10:14:42	017353560883	224	Success	100
2017-03-29 10:14:30	017353985686	213	Success	13
2017-03-29 10:15:35	017343479799	205	Success	70
2017-03-29 10:16:43	017353016155	224	ShortCall	6
2017-03-29 10:16:46	017353534334	216	ShortCall	2
2017-03-29 10:24:25	016188261175	215	ShortCall	10
2017-03-29 10:24:28	017353946115	213	ShortCall	7
2017-03-29 10:25:03	016677120854	217	Success	12
2017-03-29 10:24:52	013761061269	205	ShortCall	3
2017-03-29 10:25:33	016676885001	213	Success	286
2017-03-29 10:26:06	013121613406	215	ShortCall	6
2017-03-29 10:26:05	016677170960	226	Success	72
2017-03-29 10:26:39	017343472072	216	Success	111
2017-03-29 10:28:07	014499725354	212	Success	23
2017-03-29 10:28:36	017353981106	212	Success	25
2017-03-29 10:29:28	019831272054	216	Success	31
2017-03-29 10:30:07	012764742280	212	Success	27
2017-03-29 10:30:34	017343454698	216	Success	51
2017-03-29 10:31:14	017353015642	215	ShortCall	8
2017-03-29 10:32:23	017343421757	229	Success	21
2017-03-29 10:33:14	019343420225	229	Success	208
2017-03-29 10:02:03	014777803629	215	ShortCall	1
2017-03-29 10:01:53	017343454298	212	ShortCall	7
2017-03-29 10:02:13	017343472647	224	Success	274
2017-03-29 10:03:14	017353511339	215	Success	59
2017-03-29 10:05:02	017353535871	212	Success	62
2017-03-29 10:04:58	017353022459	226	Success	132
2017-03-29 10:05:05	016241431762	228	ShortCall	2
2017-03-29 10:05:33	017353089551	213	Success	11
2017-03-29 10:06:09	017343425906	205	Success	18
2017-03-29 10:06:43	016241235168	225	ShortCall	6
2017-03-29 10:06:40	017353543572	205	Success	18
2017-03-29 10:06:46	017353561186	224	Success	13
2017-03-29 10:07:11	017353526120	228	Success	159
2017-03-29 10:07:42	017351700066	213	Success	35
2017-03-29 10:07:58	014499675018	225	Success	22
2017-03-29 10:07:52	016677131868	215	Success	60
2017-03-29 10:07:41	017353540477	212	Success	26
2017-03-29 10:07:42	017343431908	225	Success	16
2017-03-29 10:07:43	014761198048	215	Success	10
2017-03-29 10:08:28	017597283924	217	Success	620
2017-03-29 10:08:32	017343425889	213	Success	13
2017-03-29 10:09:38	017353576060	225	ShortCall	8
2017-03-29 10:10:09	017353986411	224	Success	88
2017-03-29 10:10:12	014777837348	212	Success	15
2017-03-29 10:10:07	017351310115	228	Success	23
2017-03-29 10:10:45	017343440672	216	Success	28
2017-03-29 10:10:46	016188366262	212	Success	35
2017-03-29 10:10:41	017353537879	205	ShortCall	7
2017-03-29 10:12:01	016677520884	212	ShortCall	6
2017-03-29 10:11:57	017353980231	215	Success	29
2017-03-29 10:12:05	017353522454	224	Success	18
2017-03-29 10:12:36	017343438888	212	Success	20
2017-03-29 10:12:23	017343424052	228	Success	57
2017-03-29 10:13:06	012333148002	216	Success	172
2017-03-29 10:13:06	014499961607	212	Success	109
2017-03-29 10:14:03	017343415448	205	Success	35
2017-03-29 10:14:06	017353943178	228	ShortCall	8
2017-03-29 10:15:06	017353522059	205	Success	13
2017-03-29 10:15:15	017343415889	205	ShortCall	4
2017-03-29 10:16:15	017353561309	216	Success	29
2017-03-29 10:24:58	017343430385	224	Success	161
2017-03-29 10:25:07	013767665164	215	ShortCall	7
2017-03-29 10:24:53	017353526747	216	Success	31
2017-03-29 10:25:25	017341075142	225	ShortCall	3
2017-03-29 10:25:28	016188108215	228	Success	30
2017-03-29 10:25:50	017353946552	205	ShortCall	1
2017-03-29 10:26:12	017343423881	212	Success	25
2017-03-29 10:26:42	019333357029	225	Success	213
2017-03-29 10:26:45	017353083495	205	ShortCall	9
2017-03-29 10:26:37	017351080209	217	ShortCall	0
2017-03-29 10:26:53	012787320153	217	Success	12
2017-03-29 10:26:59	017353538667	217	Success	12
2017-03-29 10:26:48	017351703802	215	Success	19
2017-03-29 10:26:46	017353941477	229	Success	27
2017-03-29 10:27:48	017343435407	228	Success	94
2017-03-29 10:27:50	017343444293	224	Success	43
2017-03-29 10:28:08	017353488276	229	ShortCall	4
2017-03-29 10:29:45	017343450213	226	Success	27
2017-03-29 10:30:10	017343733090	205	Success	196
2017-03-29 10:30:54	014696927672	225	Success	243
2017-03-29 10:31:33	017353080551	229	Success	28
2017-03-29 10:31:59	014525232481	216	Success	29
2017-03-29 10:32:23	017353941142	212	Success	22
2017-03-29 10:32:26	017353577932	215	Success	27
2017-03-29 10:32:59	017353577472	226	Success	87
2017-03-29 10:33:10	017353920539	213	Success	125
2017-03-29 10:34:09	014767066084	215	ShortCall	5
2017-03-29 10:34:03	017353533377	212	Success	16
2017-03-29 10:34:42	016677493291	205	Success	14
2017-03-29 10:34:47	017353577467	216	Success	37
2017-03-29 10:34:39	013767655979	228	ShortCall	7
2017-03-29 10:35:10	017353942556	212	ShortCall	6
2017-03-29 10:35:26	013957256532	228	Success	106
2017-03-29 10:35:58	014525246130	216	ShortCall	1
2017-03-29 10:35:52	017343435948	213	Success	35
2017-03-29 10:35:53	014767434605	212	Success	513
2017-03-29 10:35:59	017353488022	217	Success	13
2017-03-29 10:35:47	014696948069	225	Success	105
2017-03-29 10:36:32	014525239140	215	Success	32
2017-03-29 10:36:20	017353949451	224	Success	78
2017-03-29 10:36:27	017343415602	226	Success	36
2017-03-29 10:34:49	013939350567	215	Success	87
2017-03-29 10:35:24	013939353324	226	Success	30
2017-03-29 10:35:43	013939355838	205	Success	111
2017-03-29 10:36:32	014474781688	216	Success	26
2017-03-29 10:38:06	014535343105	213	Success	33
2017-03-29 10:38:42	014535347546	229	Success	96
2017-03-29 10:38:47	014535374480	216	Success	17
2017-03-29 10:39:53	014535727707	215	Success	189
2017-03-29 10:41:50	017387253993	213	Success	94
2017-03-29 10:42:46	017387357762	226	Success	34
2017-03-29 10:44:06	017437910509	217	Success	416
2017-03-29 10:44:44	017437914104	228	Success	30
2017-03-29 10:45:00	017437920216	216	Success	21
2017-03-29 10:45:01	017437920468	226	Success	51
2017-03-29 10:45:16	017437972064	213	Success	235
2017-03-29 10:45:17	017437972589	224	Success	760
2017-03-29 10:47:16	017468433156	212	Success	73
2017-03-29 10:47:46	017468436200	226	Success	365
2017-03-29 10:48:24	017468810115	225	ShortCall	2
2017-03-29 10:49:25	017468810880	215	Success	66
2017-03-29 10:49:14	017468820104	225	Success	196
2017-03-29 10:49:50	017468920263	212	Success	45
2017-03-29 10:49:50	017468920313	229	Success	556
2017-03-29 10:49:54	017468920593	216	Success	338
2017-03-29 10:50:48	017468920965	212	Success	23
2017-03-29 10:51:25	017468970018	212	Success	51
2017-03-29 10:52:07	017487660030	215	ShortCall	6
2017-03-29 10:52:19	017487660499	215	Success	115
2017-03-29 10:53:20	017487662392	205	Success	14
2017-03-29 10:56:14	017535310547	217	Success	12
2017-03-29 10:56:16	017535310603	225	Success	60
2017-03-29 10:56:54	017535310841	217	ShortCall	6
2017-03-29 10:57:27	017535311915	226	ShortCall	6
2017-03-29 10:59:46	017535321263	212	ShortCall	0
2017-03-29 11:00:20	017535322071	226	Success	49
2017-03-29 11:00:22	017535322238	224	Success	15
2017-03-29 11:01:05	017535322518	224	ShortCall	1
2017-03-29 11:01:42	017535322939	217	Success	251
2017-03-29 11:02:11	017535323327	226	Success	182
2017-03-29 11:03:04	017535324750	205	ShortCall	2
2017-03-29 11:03:08	017535326128	224	Success	163
2017-03-29 11:05:44	017535327294	225	ShortCall	9
2017-03-29 11:05:56	017535327416	229	Success	266
2017-03-29 11:05:54	017535329164	213	Success	87
2017-03-29 11:07:58	017535351119	225	Success	17
2017-03-29 11:09:20	017535360160	213	Success	163
2017-03-29 11:09:20	017535370205	228	Success	111
2017-03-29 11:10:40	017535371733	217	Success	11
2017-03-29 11:10:33	017535371869	224	ShortCall	1
2017-03-29 11:11:50	017535372988	217	Success	80
2017-03-29 11:11:59	017535373300	225	ShortCall	2
2017-03-29 11:11:49	017535374020	224	Success	74
2017-03-29 11:11:55	017535374032	225	ShortCall	9
2017-03-29 11:11:50	017535374423	205	Success	79
2017-03-29 11:12:33	017535374985	225	Success	37
2017-03-29 11:12:58	017535375422	229	ShortCall	2
2017-03-29 11:13:31	017535376247	228	Success	16
2017-03-29 11:14:03	017535376969	224	Success	24
2017-03-29 11:15:04	017535410412	217	Success	269
2017-03-29 11:16:12	017535416161	228	ShortCall	6
2017-03-29 11:16:18	017535416318	224	Success	365
2017-03-29 11:20:26	017676752563	215	ShortCall	2
2017-03-29 11:21:12	017676810203	228	ShortCall	6
2017-03-29 11:21:16	017711070308	215	ShortCall	5
2017-03-29 11:21:44	017711070961	228	Success	51
2017-03-29 11:22:25	017711071290	212	ShortCall	9
2017-03-29 11:23:47	017711074294	217	Success	97
2017-03-29 11:26:07	017711338676	205	Success	501
2017-03-29 11:34:21	017717104673	212	Success	442
2017-03-29 11:34:23	017717105071	213	ShortCall	2
2017-03-29 11:34:48	017717105421	216	Success	109
2017-03-29 11:39:04	017717116072	224	Success	432
2017-03-29 11:39:43	017717119224	215	Success	135
2017-03-29 11:40:27	017717119970	226	ShortCall	8
2017-03-29 11:44:41	017717144442	216	Success	15
2017-03-29 11:48:17	017717160144	226	Success	37
2017-03-29 11:48:56	017717162206	215	Success	422
2017-03-29 11:49:02	017717165861	212	Success	110
2017-03-29 11:49:49	017717167607	226	Success	72
2017-03-29 11:51:17	017717184218	228	ShortCall	9
2017-03-29 11:52:01	017717187012	213	Success	288
2017-03-29 11:53:49	017717196265	225	ShortCall	2
2017-03-29 11:53:41	017717196313	228	Success	27
2017-03-29 11:55:01	017717199578	229	Success	109
2017-03-29 11:54:46	017717912282	216	Success	49
2017-03-29 11:58:03	017717970833	228	Success	506
2017-03-29 11:58:07	017717971104	229	Success	59
2017-03-29 11:58:44	017717971588	225	ShortCall	2
2017-03-29 12:00:32	017747422539	212	Success	10
2017-03-29 12:00:58	017747430207	205	Success	30
2017-03-29 12:01:01	017747430218	224	Success	96
2017-03-29 12:01:04	017747431380	212	Success	36
2017-03-29 12:01:46	017747432243	215	Success	150
2017-03-29 12:02:12	017747580138	212	Success	20
2017-03-29 12:04:38	012482766236	213	Success	37
2017-03-29 12:06:24	014296941744	224	Success	128
2017-03-29 12:06:16	014499168769	210	Success	159
2017-03-29 12:07:22	014771670420	226	ShortCall	7
2017-03-29 12:07:57	016181294052	212	ShortCall	8
2017-03-29 12:08:24	016188366841	215	Success	44
2017-03-29 12:09:32	019333341716	213	Success	44
2017-03-29 10:38:04	013939352406	217	Success	254
2017-03-29 10:39:06	014473413033	226	Success	54
2017-03-29 10:39:57	014535341597	225	Success	446
2017-03-29 10:40:39	014535343356	205	ShortCall	0
2017-03-29 10:40:39	014535343641	228	Success	111
2017-03-29 10:41:38	014535347645	224	Success	107
2017-03-29 10:42:41	014535722601	216	ShortCall	4
2017-03-29 10:43:57	017387241482	229	Success	255
2017-03-29 10:46:44	017437410753	216	Success	71
2017-03-29 10:48:53	017437914483	228	Success	306
2017-03-29 10:50:57	017437920183	215	Success	57
2017-03-29 10:53:16	017468430765	212	Success	179
2017-03-29 10:54:15	017468431509	225	ShortCall	6
2017-03-29 10:54:47	017468435409	228	ShortCall	9
2017-03-29 10:54:37	017468435480	205	Success	11
2017-03-29 10:55:02	017468435704	215	Success	162
2017-03-29 10:55:12	017468435841	205	Success	288
2017-03-29 10:55:10	017468436297	225	ShortCall	3
2017-03-29 10:56:17	017468920194	216	Success	21
2017-03-29 10:56:15	017468920317	228	ShortCall	8
2017-03-29 10:56:45	017468920494	226	Success	11
2017-03-29 10:56:54	017468920884	216	Success	56
2017-03-29 10:56:54	017468921091	228	Success	16
2017-03-29 10:57:52	017487661530	217	Success	175
2017-03-29 10:58:29	017489122888	226	Success	84
2017-03-29 10:59:47	017535310300	212	Success	188
2017-03-29 10:59:57	017535310468	205	ShortCall	5
2017-03-29 10:59:42	017535310478	224	Success	36
2017-03-29 11:01:25	017535311716	225	Success	203
2017-03-29 11:01:21	017535311879	213	ShortCall	1
2017-03-29 11:01:37	017535312450	229	Success	19
2017-03-29 11:02:49	017535314392	229	Success	166
2017-03-29 11:02:45	017535314405	213	Success	103
2017-03-29 11:02:54	017535314560	224	ShortCall	0
2017-03-29 11:03:15	017535320461	205	ShortCall	3
2017-03-29 11:04:40	017535320750	213	Success	45
2017-03-29 11:05:37	017535321049	212	Success	23
2017-03-29 11:06:06	017535321744	225	Success	75
2017-03-29 11:06:22	017535322055	217	Success	95
2017-03-29 11:06:25	017535322606	226	Success	63
2017-03-29 11:07:36	017535322940	224	Success	80
2017-03-29 11:08:19	017535323626	226	Success	48
2017-03-29 11:08:16	017535323704	213	Success	39
2017-03-29 11:08:57	017535324011	225	Success	13
2017-03-29 11:09:24	017535324561	224	ShortCall	3
2017-03-29 11:09:46	017535326120	225	Success	91
2017-03-29 11:11:57	017535350324	228	Success	58
