Fecha_Llamada	Telefono	Extension	Status	Duracion
2017-04-10 09:00:28	017273388181	212	Success	37
2017-04-10 09:02:00	016699810123	205	ShortCall	3
2017-04-10 09:01:59	014959563468	212	Success	29
2017-04-10 09:02:01	019186460404	215	Success	298
2017-04-10 09:02:53	016188256390	212	Success	70
2017-04-10 09:03:33	014422121268	224	Success	38
2017-04-10 09:03:40	019222231578	213	Success	31
2017-04-10 09:04:09	019222243814	212	Success	59
2017-04-10 09:04:34	017767620439	224	Success	95
2017-04-10 09:04:36	014771195175	213	Success	22
2017-04-10 09:05:18	017767621451	212	Success	20
2017-04-10 09:08:48	014499771764	228	ShortCall	6
2017-04-10 09:09:22	019222235774	215	Success	101
2017-04-10 09:09:36	017767623878	229	Success	31
2017-04-10 09:09:43	014499764981	205	Success	77
2017-04-10 09:10:35	014499736050	229	Success	185
2017-04-10 09:11:26	014927680244	205	Success	81
2017-04-10 09:12:08	016677459043	206	Success	65
2017-04-10 09:13:52	019232333012	215	ShortCall	7
2017-04-10 09:16:20	014959689743	213	Success	47
2017-04-10 09:17:06	017658449427	229	Success	35
2017-04-10 09:18:10	018262633571	205	Success	326
2017-04-10 09:18:05	017858540089	215	Success	25
2017-04-10 09:18:46	013714175316	213	Success	37
2017-04-10 09:18:41	019222644046	206	Success	94
2017-04-10 09:19:31	016188173886	224	ShortCall	1
2017-04-10 09:20:00	018262635278	225	Success	222
2017-04-10 09:20:07	014959681984	212	Success	35
2017-04-10 09:20:39	017387241765	215	Success	135
2017-04-10 09:21:16	016969610378	212	Success	16
2017-04-10 09:21:54	017898961329	226	Success	53
2017-04-10 09:21:58	016691350630	212	Success	17
2017-04-10 09:22:13	018262635717	228	Success	37
2017-04-10 09:22:24	017838378041	213	Success	88
2017-04-10 09:22:40	014646419168	224	Success	37
2017-04-10 09:22:46	016699860555	212	Success	51
2017-04-10 09:23:29	017474724816	206	Success	15
2017-04-10 09:24:02	016691331291	215	Success	97
2017-04-10 09:24:02	017474717763	228	Success	97
2017-04-10 09:24:42	016677126236	226	ShortCall	9
2017-04-10 09:24:50	017898930948	225	Success	133
2017-04-10 09:24:44	017898961030	205	Success	121
2017-04-10 09:25:21	017767456186	226	Success	315
2017-04-10 09:25:15	014929275065	212	Success	200
2017-04-10 09:25:55	014499145538	228	Success	324
2017-04-10 09:25:54	016181283820	206	Success	33
2017-04-10 09:27:02	016699173064	206	ShortCall	0
2017-04-10 09:27:05	016699654126	205	Success	42
2017-04-10 09:27:12	017273653033	206	Success	13
2017-04-10 09:27:42	016699809512	215	ShortCall	6
2017-04-10 09:28:19	014999920759	215	Success	63
2017-04-10 09:29:09	014658515350	212	Success	27
2017-04-10 09:29:14	019222233148	224	ShortCall	8
2017-04-10 09:29:31	017767610482	224	Success	33
2017-04-10 09:29:58	017333313266	212	Success	28
2017-04-10 09:30:20	016969614452	224	Success	98
2017-04-10 09:31:01	017838357055	226	ShortCall	7
2017-04-10 09:32:06	016748621543	229	Success	142
